col,weight,gain,cover
ip-app-channel_timestd,9.4,10.982045906060605,396.7327215666667
ip-app-device-channel_count,12.8,10.908334065201464,401.83542127545786
ip-app-device_std,5.4,10.768802457142858,476.3137062285714
ip-device_std,16.8,10.754800916211654,1673.1128466396844
ip-device_timestd,17.8,10.633391517953964,399.7505121072635
hour,72.2,10.618525094545243,281.59717318551304
ip-device-os_timemax,14.8,10.451723177591038,276.8789755154062
channel_timemin,2.4,10.409083733333334,559.1947324
device-channel_timestd,17.4,10.375445451646906,519.3677538023716
app-os-channel_timemean,12.8,10.362714647058825,185.7292025550528
ip-app-device-os_timestd,18.8,10.354624367056278,281.26622059119774
app-channel_timemax,10.0,10.294211636274511,518.184033490196
ip-device_mean,13.4,10.288501720465156,481.370426448349
ip-device-os_timemean,16.2,10.221255748148149,192.82602871459696
app_binary_5,1.2,10.206714999999999,95.75321
app-channel_timemin,10.8,10.174632238095239,502.9464105714286
ip-device-channel_timemin,9.6,10.174510714102563,240.8320050523504
app-os-channel_timestd,13.0,10.107675244864613,256.061685136788
ip-os_timestd,19.8,10.012657237759786,375.46446674466944
ip-device-os_timemin,8.8,9.984731392857144,223.12915163492062
ip-app-device-channel_timemax,8.4,9.875268452380952,227.30808299999998
ip-app_timestd,17.8,9.865710570375459,307.56311271863547
ip-app-os-channel_mean,2.8,9.848544733333334,147.02482786666667
ip-channel_mean,4.6,9.836190963636364,114.34860454545455
app-device-channel_timemin,7.0,9.790315911111112,492.8749432222222
app-os-channel_std,8.0,9.764013715656565,241.42082118686866
device-os-channel_max,6.6,9.748796409523809,218.68454648571432
ip-app-device-os_mean,3.4,9.720919166666667,218.3530836666667
ip-device-os-channel_timemean,9.0,9.682317371762739,117.99669362907267
ip-device_timemax,15.2,9.666925527777778,245.36149556944446
ip-os_mean,9.4,9.64065437077922,212.37260018398268
os-channel_max,6.6,9.640602998717949,299.2529182692308
app-device-os-channel_count,14.8,9.603109001282052,281.6189463382479
ip-app-device_mean,6.0,9.57588632900433,173.31345861471863
ip-app-device-os_std,12.8,9.565738627472527,316.9070072222222
ip-os-channel_timestd,20.0,9.558955308577799,516.3947567448192
ip-os-channel_std,8.6,9.423864423809523,168.96718323809523
app-os-channel_max,6.8,9.401524165151516,224.49891512121212
ip-device-channel_timemax,9.2,9.395142058730158,262.7702368650793
os-channel_timestd,16.0,9.382946278733197,343.15445951533377
app-device-channel_timemax,5.0,9.381160235714287,217.1451060357143
os-channel_count,7.4,9.379556896825397,193.50352755555554
app-device-os_timestd,20.2,9.329048083939394,205.30622588186912
ip-app-device-os_timemin,8.4,9.281736262820512,146.01875477564104
ip-device-os_std,11.0,9.279693830303032,393.2145947287878
ip-app-device-os-channel_timemin,10.2,9.277381650915752,392.0016464681318
ip-device-channel_timestd,12.0,9.245322734920634,268.3145522873016
ip-device_timemean,19.8,9.208892466350799,160.99311179840208
app-device-os-channel_max,8.0,9.17109713919414,315.7475989798535
ip-app-device-os_timemax,15.2,9.119109577777778,277.9981503377778
ip_std,16.8,9.116296495580453,979.2824421263615
ip-os-channel_timemax,9.2,9.099409914568763,174.62861946153848
ip-app-device_timemin,7.8,9.083575023776225,245.42056601398605
